limit,sex,education,marital,age,default
110000,male,grad,single,31,0
50000,male,grad,single,27,1
360000,male,highschool,married,31,0
220000,male,undergrad,single,31,0
190000,male,grad,single,31,0
20000,male,highschool,single,23,1
80000,male,grad,single,31,0
50000,male,grad,single,29,0
50000,male,undergrad,single,30,0
360000,male,undergrad,single,31,0
90000,male,grad,single,30,0
200000,male,highschool,single,30,0
410000,male,undergrad,single,30,0
330000,male,grad,single,31,0
100000,male,grad,single,30,0
200000,male,undergrad,married,31,0
110000,male,undergrad,married,30,0
90000,male,grad,single,31,1
320000,male,undergrad,single,30,0
70000,male,grad,single,30,0
220000,male,undergrad,single,30,0
180000,male,grad,single,32,1
180000,male,grad,single,31,0
240000,male,undergrad,single,31,1
140000,male,undergrad,single,30,1
280000,male,undergrad,single,30,0
30000,male,grad,married,31,1
20000,male,undergrad,single,31,0
80000,male,grad,single,29,0
230000,male,undergrad,single,30,0
200000,male,undergrad,married,30,1
520000,male,grad,single,29,0
400000,male,undergrad,single,29,1
30000,male,undergrad,single,25,0
370000,male,grad,single,31,0
150000,male,undergrad,married,31,0
80000,male,undergrad,single,26,1
430000,male,highschool,single,26,0
20000,male,undergrad,single,24,1
50000,male,undergrad,single,27,0
60000,male,undergrad,single,24,1
360000,male,grad,single,28,0
280000,male,grad,single,31,0
360000,male,undergrad,married,29,0
420000,male,grad,married,32,0
320000,male,grad,single,31,0
90000,male,undergrad,married,31,0
360000,male,grad,single,33,1
70000,male,undergrad,single,30,0
50000,male,undergrad,single,26,0
200000,male,highschool,married,30,0
250000,male,grad,single,31,0
150000,male,grad,single,33,0
350000,male,undergrad,married,33,0
30000,male,undergrad,married,32,0
200000,male,grad,single,30,0
200000,male,grad,single,32,0
150000,male,undergrad,single,29,0
190000,male,grad,single,30,0
340000,male,undergrad,single,30,0
360000,male,grad,single,31,0
280000,male,grad,single,30,0
30000,male,undergrad,single,47,0
300000,male,highschool,married,35,0
220000,male,other,single,37,0
80000,male,highschool,married,41,0
30000,male,undergrad,married,40,1
40000,male,undergrad,married,37,0
200000,male,undergrad,single,29,0
200000,male,undergrad,single,30,0
110000,male,grad,single,29,0
100000,male,grad,single,31,1
20000,male,undergrad,married,34,1
120000,male,highschool,married,46,0
280000,male,undergrad,married,37,0
280000,male,undergrad,single,30,0
300000,male,undergrad,single,42,0
420000,male,grad,married,43,0
80000,male,grad,married,41,0
360000,male,grad,married,49,1
260000,male,other,married,37,0
260000,male,undergrad,married,32,0
110000,male,undergrad,single,32,0
400000,male,undergrad,married,32,0
20000,male,highschool,married,32,1
170000,male,grad,married,35,0
70000,male,highschool,married,35,0
210000,male,grad,married,39,0
10000,male,undergrad,married,38,1
780000,male,grad,married,48,0
420000,male,grad,single,35,0
280000,male,highschool,married,44,0
50000,male,highschool,single,46,0
50000,male,highschool,married,49,1
60000,male,undergrad,single,33,0
20000,male,undergrad,single,33,0
170000,male,undergrad,married,35,1
330000,male,undergrad,married,48,0
30000,male,grad,married,37,1
350000,male,grad,married,42,1
290000,male,undergrad,married,49,0
50000,male,undergrad,married,49,1
20000,male,highschool,single,45,0
30000,male,undergrad,married,38,1
50000,male,undergrad,other,37,0
70000,male,highschool,single,39,0
310000,male,grad,married,33,0
220000,male,undergrad,married,48,0
360000,male,highschool,single,34,0
140000,male,grad,married,38,0
200000,male,undergrad,married,38,1
20000,male,undergrad,married,42,1
290000,male,undergrad,married,36,0
300000,male,undergrad,married,36,0
200000,male,undergrad,married,45,1
150000,male,grad,single,32,0
240000,male,undergrad,single,39,0
450000,male,undergrad,single,32,0
20000,male,undergrad,single,32,0
50000,male,highschool,married,45,1
190000,male,undergrad,married,33,1
390000,male,grad,married,41,0
90000,male,grad,single,36,0
120000,male,undergrad,married,39,0
210000,male,grad,single,33,0
500000,male,undergrad,married,41,0
320000,male,grad,married,40,0
210000,male,grad,single,39,0
90000,male,undergrad,single,38,1
100000,male,undergrad,single,34,0
360000,male,undergrad,married,37,0
40000,male,undergrad,other,37,0
80000,male,grad,married,41,0
300000,male,grad,single,34,0
130000,male,highschool,married,43,0
480000,male,grad,married,41,0
320000,male,undergrad,married,39,0
330000,male,highschool,married,37,0
70000,female,grad,single,38,0
240000,male,undergrad,single,46,1
210000,male,highschool,single,32,0
50000,male,undergrad,married,47,0
50000,male,grad,married,39,0
30000,male,undergrad,married,38,0
310000,male,undergrad,married,38,0
230000,male,other,single,40,0
170000,male,undergrad,married,39,0
180000,male,undergrad,married,39,0
330000,male,grad,married,49,0
170000,male,grad,married,34,0
160000,male,grad,single,33,0
50000,male,undergrad,single,32,1
60000,male,undergrad,single,33,0
500000,male,highschool,married,49,0
230000,male,grad,married,44,0
180000,male,grad,married,38,0
320000,male,grad,married,40,0
490000,male,grad,married,39,0
210000,male,other,married,43,0
50000,male,undergrad,married,33,1
160000,male,highschool,married,33,0
80000,male,other,married,41,1
220000,male,grad,married,49,0
20000,male,undergrad,married,46,1
200000,male,grad,married,49,0
300000,male,highschool,married,31,1
20000,male,highschool,married,36,1
180000,male,grad,single,32,0
200000,male,highschool,single,33,0
140000,male,undergrad,married,38,1
150000,male,grad,single,36,0
160000,male,other,married,40,0
160000,male,undergrad,single,32,0
200000,male,grad,married,34,0
20000,male,highschool,single,49,1
260000,male,undergrad,single,32,0
260000,male,undergrad,single,32,1
620000,male,undergrad,married,42,0
50000,male,grad,married,37,1
20000,male,undergrad,married,32,0
190000,male,undergrad,single,32,0
30000,male,undergrad,married,38,1
160000,male,highschool,married,38,0
360000,male,undergrad,married,40,0
20000,male,undergrad,single,44,0
150000,male,highschool,single,42,0
400000,male,grad,married,38,0
80000,male,highschool,married,43,0
260000,male,grad,married,34,0
500000,male,undergrad,married,38,0
240000,male,undergrad,married,34,0
50000,male,undergrad,married,37,0
10000,male,undergrad,married,36,0
50000,male,grad,married,47,0
150000,male,undergrad,married,41,0
150000,male,grad,married,40,0
130000,male,highschool,single,30,0
120000,male,undergrad,single,37,0
50000,male,highschool,single,39,1
160000,male,grad,married,41,0
70000,male,undergrad,single,39,1
380000,male,grad,single,40,0
280000,male,grad,single,47,0
50000,male,highschool,married,39,1
30000,male,undergrad,married,35,1
260000,male,grad,single,37,0
210000,male,undergrad,single,35,0
320000,male,grad,single,32,0
480000,male,grad,married,41,0
80000,male,grad,married,42,0
100000,male,undergrad,single,43,0
70000,male,grad,single,31,0
300000,male,grad,other,37,0
150000,male,grad,single,48,0
140000,male,grad,other,41,1
360000,male,grad,married,39,0
500000,male,highschool,married,47,0
320000,male,undergrad,single,36,1
190000,male,grad,married,44,0
50000,male,highschool,married,49,1
50000,male,undergrad,single,38,1
290000,male,grad,single,31,0
110000,male,other,married,36,0
210000,male,undergrad,single,31,0
20000,male,highschool,single,32,1
90000,male,highschool,married,35,0
120000,male,undergrad,single,36,0
20000,male,undergrad,married,46,1
270000,male,undergrad,single,31,0
190000,male,undergrad,single,41,0
200000,male,highschool,single,33,0
340000,male,undergrad,married,35,0
310000,male,grad,single,33,0
180000,male,highschool,married,30,0
80000,male,undergrad,single,32,1
510000,male,highschool,single,31,1
200000,male,grad,married,44,0
100000,male,grad,single,36,0
150000,male,undergrad,single,35,1
400000,male,undergrad,married,35,0
130000,male,undergrad,married,44,1
420000,male,undergrad,married,35,0
340000,male,grad,single,49,0
200000,male,grad,married,36,0
420000,male,undergrad,married,32,0
50000,male,grad,single,34,0
280000,male,grad,single,31,0
280000,male,grad,single,31,1
60000,male,highschool,married,46,0
360000,male,grad,married,33,0
220000,male,undergrad,single,31,1
20000,male,undergrad,single,38,0
160000,male,grad,married,41,1
20000,male,highschool,single,48,0
180000,male,undergrad,married,33,0
500000,male,grad,single,33,0
20000,male,undergrad,married,34,1
20000,male,undergrad,single,34,0
250000,male,highschool,single,45,0
320000,male,undergrad,married,38,0
470000,male,undergrad,single,32,0
180000,male,highschool,single,39,0
170000,male,undergrad,single,32,0
20000,male,highschool,married,45,0
280000,male,undergrad,married,48,0
290000,male,undergrad,married,36,0
60000,male,grad,single,36,1
130000,male,grad,single,27,0
100000,male,highschool,married,42,0
60000,male,grad,single,36,0
100000,male,undergrad,single,32,0
50000,male,grad,single,34,0
550000,male,grad,married,44,0
100000,male,undergrad,married,46,1
280000,male,undergrad,married,38,0
30000,male,undergrad,single,32,0
230000,male,grad,single,45,0
80000,male,undergrad,married,44,0
80000,male,grad,single,33,0
50000,male,undergrad,single,31,0
50000,male,undergrad,married,46,0
280000,male,grad,single,36,0
290000,male,grad,married,40,0
50000,male,highschool,single,47,0
140000,male,undergrad,single,41,0
80000,male,undergrad,married,43,0
280000,male,grad,single,32,0
20000,male,highschool,single,46,0
470000,male,undergrad,married,40,0
350000,male,undergrad,single,33,0
170000,male,undergrad,married,34,0
200000,male,grad,married,31,0
360000,male,highschool,married,35,0
140000,male,undergrad,single,41,1
240000,male,undergrad,married,41,1
500000,male,grad,married,32,0
190000,male,grad,single,34,1
200000,male,undergrad,married,32,0
210000,male,grad,single,41,1
30000,male,grad,single,36,0
50000,male,undergrad,married,36,1
360000,male,grad,married,47,0
280000,male,undergrad,married,43,0
360000,male,grad,married,38,1
50000,male,undergrad,single,39,0
270000,male,highschool,married,47,0
20000,male,undergrad,married,37,0
200000,male,undergrad,married,37,0
320000,male,undergrad,married,39,0
230000,male,undergrad,married,37,0
350000,male,highschool,married,35,0
220000,male,grad,single,33,1
50000,male,undergrad,married,35,0
20000,male,highschool,single,48,1
390000,male,grad,single,32,0
120000,male,undergrad,married,39,0
490000,male,grad,married,41,0
190000,male,undergrad,single,37,0
150000,male,other,married,40,0
150000,male,other,married,42,0
270000,male,grad,married,37,1
150000,male,undergrad,married,34,0
600000,male,grad,married,36,0
240000,male,grad,single,30,0
100000,male,grad,married,31,0
260000,male,grad,single,31,1
80000,male,highschool,married,42,0
20000,male,highschool,single,46,1
260000,male,undergrad,married,42,0
370000,male,grad,married,41,0
70000,male,undergrad,single,31,0
270000,male,highschool,single,31,0
250000,male,undergrad,single,44,0
70000,male,highschool,single,39,0
160000,male,undergrad,married,42,0
300000,male,grad,single,35,0
280000,male,highschool,married,39,0
210000,male,grad,married,34,0
200000,male,grad,single,33,0
50000,male,grad,single,31,1
60000,male,undergrad,married,45,0
50000,male,undergrad,single,36,0
50000,male,undergrad,married,35,1
140000,male,undergrad,married,39,0
150000,male,grad,married,31,0
230000,male,grad,single,33,0
310000,male,grad,married,40,0
500000,male,grad,married,47,0
170000,male,grad,single,36,0
230000,male,grad,married,41,1
50000,male,undergrad,single,47,0
170000,male,undergrad,married,33,0
340000,male,undergrad,married,34,1
220000,male,undergrad,single,35,0
60000,male,undergrad,married,45,0
200000,male,grad,single,33,0
350000,male,undergrad,single,34,0
60000,male,undergrad,single,42,0
100000,male,undergrad,single,28,0
70000,male,grad,single,32,1
360000,male,grad,married,35,0
100000,male,undergrad,married,29,1
290000,male,grad,single,47,0
380000,male,undergrad,married,47,1
380000,male,grad,single,33,0
60000,male,undergrad,married,45,1
320000,male,highschool,single,28,0
80000,male,undergrad,married,45,1
280000,male,grad,married,37,0
110000,male,undergrad,married,38,1
310000,male,undergrad,single,46,1
230000,male,grad,single,28,0
200000,male,highschool,single,28,1
70000,male,undergrad,single,29,0
210000,male,undergrad,married,35,0
290000,male,highschool,married,41,0
460000,male,grad,married,37,0
360000,male,grad,married,39,0
200000,male,grad,single,32,0
230000,male,grad,married,37,0
80000,male,undergrad,single,32,0
80000,male,highschool,married,36,0
150000,male,grad,single,33,0
290000,male,undergrad,married,36,0
90000,male,highschool,married,31,0
360000,male,undergrad,married,40,1
190000,male,grad,single,36,1
20000,male,undergrad,married,41,0
150000,male,highschool,married,47,0
50000,male,undergrad,married,32,0
310000,male,grad,single,38,0
260000,male,grad,married,38,0
190000,male,undergrad,married,42,0
30000,male,grad,single,31,1
280000,male,grad,single,32,0
60000,male,undergrad,single,40,1
20000,male,undergrad,single,32,0
140000,male,undergrad,single,29,0
80000,male,grad,married,47,1
200000,male,highschool,married,43,0
170000,male,grad,married,42,0
210000,male,undergrad,single,48,0
500000,male,undergrad,married,46,0
60000,male,undergrad,single,36,0
410000,male,grad,single,32,1
220000,male,undergrad,married,35,1
420000,male,undergrad,single,30,0
250000,male,undergrad,single,28,0
80000,male,grad,single,26,0
80000,male,undergrad,single,27,0
20000,male,grad,single,28,0
300000,male,undergrad,single,30,0
50000,male,grad,single,44,1
360000,male,highschool,married,46,0
140000,male,grad,married,36,0
70000,male,undergrad,married,31,1
70000,male,undergrad,single,34,0
430000,male,grad,married,39,0
170000,male,undergrad,married,39,0
210000,male,undergrad,married,44,0
150000,male,grad,married,36,0
260000,male,undergrad,married,42,0
500000,male,undergrad,married,40,0
160000,male,grad,married,39,0
210000,male,undergrad,married,45,1
230000,male,undergrad,married,33,0
180000,male,undergrad,married,43,0
20000,male,undergrad,single,37,0
