"","X","carat","cut","color","clarity","depth","table","price","x","y","z"
"28582",28582,0.3,"Premium","G","VS2",60.8,61,675,4.34,4.31,2.63
"14411",14411,1.07,"Ideal","H","VS2",62,57,5820,6.55,6.58,4.07
"2841",2841,0.7,"Very Good","F","VVS1",59.3,62,3270,5.74,5.77,3.41
"24291",24291,1.23,"Ideal","E","VVS2",61.7,57,12539,6.85,6.91,4.25
"31601",31601,0.2,"Premium","D","VS2",62.3,60,367,3.73,3.68,2.31
"33296",33296,0.31,"Premium","D","SI2",60.1,60,462,4.38,4.41,2.64
"50401",50401,0.71,"Ideal","I","SI1",61.4,56,2255,5.73,5.77,3.53
"37466",37466,0.42,"Ideal","G","VS1",61.8,56,984,4.84,4.8,2.98
"15035",15035,0.3,"Very Good","G","VS1",62.9,57,605,4.28,4.31,2.7
"26137",26137,1.61,"Premium","F","VS2",62.3,59,15426,7.53,7.47,4.67
"6116",6116,0.73,"Ideal","D","VS2",61.5,55,3980,5.79,5.82,3.57
"3092",3092,0.77,"Very Good","E","VS1",62,56,3318,5.88,5.92,3.66
"12715",12715,0.26,"Ideal","E","VVS2",62,56,599,4.1,4.13,2.55
"40145",40145,0.51,"Premium","H","SI1",61.9,56,1116,5.13,5.12,3.17
"10315",10315,1.03,"Premium","D","SI2",61.7,58,4764,6.5,6.47,4
"5272",5272,0.79,"Very Good","E","VVS1",63.1,60,3796,5.88,5.84,3.7
"49046",49046,0.71,"Good","H","SI1",63.4,54,2056,5.6,5.67,3.57
"30348",30348,0.33,"Ideal","D","VS1",61.1,57,727,4.46,4.48,2.73
"15527",15527,1.01,"Good","E","VS2",63.7,56,6221,6.27,6.29,4
"41623",41623,0.34,"Ideal","J","VVS1",62.1,54.2,504,4.48,4.51,2.79
"13656",13656,1.27,"Premium","I","SI1",60.9,59,5588,6.94,6.99,4.24
"18988",18988,1.13,"Very Good","G","VS1",60.7,57,7815,6.68,6.72,4.07
"9539",9539,1.01,"Very Good","H","SI1",58.5,56,4619,6.6,6.69,3.89
"46614",46614,0.51,"Very Good","D","VS2",60.5,60,1787,5.16,5.19,3.13
"6529",6529,0.9,"Very Good","D","SI1",61.1,63,4068,6.17,6.21,3.78
"19311",19311,1.54,"Premium","E","SI2",59,62,8020,7.59,7.56,4.47
"51862",51862,0.52,"Very Good","D","VVS2",59.8,55,2426,5.28,5.35,3.18
"48597",48597,0.7,"Very Good","I","VS1",63.3,55,1995,5.64,5.6,3.56
"51647",51647,0.26,"Very Good","G","VVS1",61.4,56,545,4.13,4.15,2.54
"51290",51290,0.77,"Ideal","E","SI2",61,57,2360,5.95,5.92,3.62
"27465",27465,2.03,"Very Good","D","SI2",62.4,59,18120,7.98,8.04,5
"12024",12024,1.11,"Ideal","I","VS1",63,56,5152,6.61,6.57,4.15
"44206",44206,0.61,"Ideal","J","VS1",61.1,56,1569,5.44,5.49,3.33
"48511",48511,0.58,"Ideal","F","VS1",62.1,56,1983,5.32,5.38,3.32
"38214",38214,0.43,"Premium","F","SI1",62.4,57,1016,4.82,4.79,3
"44689",44689,0.55,"Ideal","D","SI1",61.3,56,1611,5.28,5.33,3.25
"6407",6407,1.02,"Very Good","H","SI2",60.9,58,4039,6.41,6.53,3.94
"4441",4441,1,"Good","J","SI1",59.5,61,3616,6.46,6.52,3.86
"21084",21084,1.41,"Good","H","VS2",63.8,60,9254,7.12,7.04,4.52
"18940",18940,1.26,"Very Good","D","SI1",59.9,59,7785,7.02,7.14,4.24
"52126",52126,0.74,"Ideal","E","SI2",61.9,56,2464,5.8,5.83,3.6
"26611",26611,2.05,"Premium","G","SI2",60.1,59,16357,8.2,8.3,4.96
"28604",28604,0.3,"Premium","E","SI1",59.8,60,675,4.35,4.31,2.59
"4752",4752,1,"Premium","J","VS2",60.7,61,3685,6.5,6.41,3.92
"38550",38550,0.6,"Fair","E","SI2",66.5,56,1033,5.31,5.21,3.5
"41357",41357,0.38,"Ideal","F","IF",62.2,54,1218,4.65,4.68,2.9
"27483",27483,2.03,"Premium","G","VS2",60.9,59,18166,8.17,8.14,4.97
"16064",16064,1.01,"Premium","F","VS2",62.2,60,6416,6.37,6.4,3.97
"42642",42642,0.5,"Ideal","F","SI1",61.5,55,1332,5.16,5.12,3.16
"48300",48300,0.51,"Very Good","D","VS1",62.2,59,1959,5.1,5.13,3.18
"14571",14571,1.04,"Premium","H","VS1",59.7,59,5882,6.64,6.59,3.95
"47578",47578,0.54,"Ideal","H","VVS1",61.3,56,1875,5.23,5.27,3.22
"142",142,0.71,"Premium","G","VS2",59.8,56,2766,5.89,5.81,3.5
"24401",24401,1.5,"Ideal","F","VS2",60.3,57,12641,7.42,7.33,4.45
"21550",21550,2.03,"Good","I","SI2",63.8,63,9651,7.89,7.84,5.02
"22223",22223,1.61,"Premium","D","SI2",61.3,58,10278,7.56,7.49,4.61
"14519",14519,1.01,"Premium","G","VS2",63,56,5864,6.41,6.35,4.02
"20385",20385,0.31,"Premium","F","VS2",62.3,60,625,4.32,4.35,2.7
"3073",3073,0.84,"Good","G","VS2",63.6,59,3312,5.94,5.89,3.76
"39805",39805,0.38,"Ideal","F","VVS1",62.3,54,1096,4.64,4.7,2.91
"37398",37398,0.32,"Very Good","D","VVS1",61.9,54,983,4.42,4.46,2.75
"8920",8920,1.09,"Premium","H","SI2",61.7,60,4496,6.57,6.59,4.06
"12508",12508,1.25,"Ideal","I","SI2",62,57,5259,6.85,6.92,4.27
"21771",21771,1.23,"Premium","D","VS2",59.3,59,9836,7.03,6.96,4.15
"32699",32699,0.31,"Ideal","F","VS2",61.9,54,802,4.38,4.35,2.7
"29742",29742,0.32,"Ideal","H","VVS1",61.6,54,708,4.42,4.45,2.73
"4214",4214,0.7,"Very Good","D","VS1",61.2,56,3567,5.68,5.75,3.5
"5169",5169,0.91,"Very Good","E","SI2",63,56,3772,6.12,6.16,3.87
"30506",30506,0.31,"Ideal","D","SI1",62.4,56,732,4.35,4.31,2.7
"25869",25869,2.01,"Good","H","SI2",62.2,57,14956,8.05,8.1,5.03
"1977",1977,0.98,"Very Good","H","SI2",63.4,57,3091,6.41,6.32,4.04
"28782",28782,0.37,"Premium","I","VVS1",61.6,59,681,4.62,4.66,2.86
"17889",17889,1.04,"Ideal","D","VS2",61.9,55,7220,6.5,6.52,4.03
"36627",36627,0.24,"Very Good","D","VVS2",61.9,58,478,4.02,4.03,2.49
"11415",11415,1.24,"Ideal","F","SI2",60,56,5000,7.03,7,4.21
"41191",41191,0.44,"Ideal","G","VVS1",62.3,56,1202,4.85,4.87,3.03
"43505",43505,0.43,"Premium","F","VVS1",61.5,56,1422,4.9,4.86,3
"16923",16923,1.27,"Premium","H","VS2",62.6,59,6755,6.83,6.93,4.31
"15883",15883,1,"Very Good","F","VS2",62.9,55,6352,6.34,6.38,4
"34088",34088,0.36,"Premium","D","VS2",60.5,58,852,4.6,4.63,2.79
"49430",49430,0.7,"Ideal","J","VS1",61.4,55,2107,5.72,5.75,3.53
"21177",21177,1.24,"Ideal","F","VS1",62.2,55,9333,6.89,6.87,4.28
"24341",24341,2.01,"Ideal","J","SI1",62.3,57,12607,8.05,7.99,5
"11175",11175,0.7,"Ideal","F","VVS1",61.7,56,4951,5.68,5.73,3.52
"32748",32748,0.36,"Ideal","F","VS1",61.3,54,803,4.63,4.65,2.84
"44142",44142,0.51,"Ideal","F","VS2",62.7,57,1562,5.11,5.06,3.19
"26032",26032,0.32,"Ideal","G","VS1",61.3,57,645,4.37,4.4,2.69
"15591",15591,1.24,"Ideal","H","SI1",61.3,57,6254,6.95,6.89,4.24
"24446",24446,1.5,"Ideal","H","VS1",62.4,56,12702,7.29,7.34,4.57
"23472",23472,1.57,"Premium","H","VS2",61,59,11470,7.5,7.54,4.59
"11319",11319,1.01,"Very Good","E","SI1",62.6,57,4986,6.38,6.43,4.01
"5712",5712,0.25,"Very Good","F","VVS2",60.4,59,575,4.09,4.12,2.48
"27018",27018,2.27,"Premium","J","VS1",62.4,58,17149,8.41,8.36,5.23
"42402",42402,0.57,"Ideal","F","SI2",62.2,53,1308,5.34,5.4,3.34
"29248",29248,0.38,"Ideal","H","SI1",61.2,56,697,4.7,4.74,2.89
"200",200,0.72,"Premium","F","SI1",61.8,61,2777,5.82,5.71,3.56
"18281",18281,1.26,"Ideal","H","VS2",61.7,56,7424,6.95,6.89,4.27
"11832",11832,1.01,"Premium","F","SI2",62.2,59,5096,6.41,6.38,3.98
"17757",17757,0.92,"Very Good","D","VVS2",62.8,58,7150,6.11,6.22,3.87
"39273",39273,0.31,"Ideal","F","SI1",62.3,55,490,4.34,4.39,2.72
"9408",9408,0.92,"Ideal","I","VS1",62.3,55,4587,6.24,6.28,3.9
"49604",49604,0.7,"Good","H","VS2",64.1,58,2137,5.51,5.57,3.55
"12669",12669,1.01,"Premium","H","VS2",61.5,59,5303,6.48,6.49,3.99
"40336",40336,0.51,"Good","H","VS2",61.8,65,1128,5.07,5.02,3.12
"41525",41525,0.42,"Ideal","G","VVS1",60.6,56,1235,4.88,4.86,2.95
"28925",28925,0.39,"Very Good","G","SI1",61.7,57,684,4.77,4.7,2.92
"15011",15011,1.23,"Ideal","H","SI1",62.3,57,6046,6.89,6.85,4.28
"50315",50315,0.7,"Premium","D","SI2",63,56,2239,5.67,5.64,3.56
"7438",7438,0.93,"Ideal","E","SI1",62.8,56,4229,6.24,6.19,3.9
"51484",51484,0.58,"Ideal","F","VVS2",62.5,56,2380,5.29,5.34,3.32
"31335",31335,0.41,"Ideal","G","SI1",61.4,56,759,4.81,4.83,2.96
"41124",41124,0.6,"Premium","D","SI2",62,57,1196,5.43,5.35,3.34
"47473",47473,0.64,"Ideal","E","SI1",62.7,57,1859,5.54,5.47,3.45
"8443",8443,1.05,"Ideal","H","SI2",61.2,57,4410,6.59,6.54,4.02
"37105",37105,0.38,"Ideal","G","SI1",61.8,54,969,4.69,4.67,2.9
"20552",20552,1.51,"Fair","E","SI1",65.3,62,8869,7.16,7.09,4.65
"4466",4466,0.7,"Very Good","D","VVS2",62.3,56,3622,5.66,5.7,3.54
"41414",41414,0.53,"Very Good","D","SI2",59.3,61,1226,5.26,5.29,3.13
"17469",17469,1.39,"Premium","H","VS2",62.5,59,7006,7.17,7.1,4.46
"3245",3245,0.71,"Ideal","H","IF",63,57,3354,5.68,5.72,3.59
"3222",3222,0.9,"Good","G","SI2",58.5,61,3350,6.28,6.33,3.69
"47168",47168,0.52,"Ideal","D","VS1",60.9,56,1835,5.21,5.17,3.16
"50470",50470,0.71,"Very Good","G","SI1",61.2,61,2266,5.66,5.71,3.48
"28813",28813,0.32,"Very Good","F","VVS2",63.2,52,683,4.38,4.39,2.77
"19338",19338,1.26,"Very Good","G","VS2",63.3,57,8040,6.88,6.93,4.37
"41426",41426,0.51,"Very Good","H","SI1",63.4,57,1227,5.09,5.06,3.22
"41125",41125,0.6,"Premium","D","SI2",62,57,1196,5.43,5.35,3.34
"45504",45504,0.54,"Ideal","I","VVS1",62.7,57,1681,5.22,5.14,3.25
"189",189,0.71,"Very Good","F","VS2",62.8,57,2777,5.64,5.69,3.56
"560",560,0.72,"Premium","E","SI1",62.1,58,2831,5.73,5.76,3.57
"50856",50856,0.7,"Very Good","E","SI1",60.3,60,2312,5.77,5.81,3.49
"8905",8905,1.21,"Premium","J","SI1",59.7,60,4492,6.9,6.93,4.13
"19611",19611,1.57,"Ideal","I","SI2",62.6,58,8228,7.38,7.41,4.63
"7076",7076,0.33,"Very Good","H","VS1",60,61,579,4.48,4.52,2.7
"14811",14811,1.01,"Premium","G","VVS2",61.5,61,5963,6.44,6.38,3.94
"40522",40522,0.51,"Good","D","SI2",64.2,56,1146,5.02,5.05,3.23
"6155",6155,0.83,"Ideal","D","SI1",61.3,56,3990,6.04,6.06,3.71
"9983",9983,1.5,"Fair","I","I1",69.7,56,4704,6.94,6.9,4.82
"13905",13905,1.07,"Very Good","J","VVS2",60,60,5661,6.57,6.59,3.95
"26023",26023,0.32,"Ideal","F","VS2",62.3,56,645,4.37,4.4,2.73
"7054",7054,0.33,"Ideal","H","VS1",62,55,579,4.44,4.46,2.76
"45596",45596,0.56,"Ideal","I","IF",61.9,54,1689,5.29,5.34,3.29
"18728",18728,1,"Ideal","G","VS1",62.5,54,7648,6.4,6.44,4.01
"16964",16964,1,"Good","E","VS2",63.1,56,6776,6.37,6.41,4.03
"32814",32814,0.34,"Very Good","D","VS2",62.9,55,805,4.43,4.47,2.8
"45375",45375,0.7,"Premium","J","SI1",61.6,58,1666,5.66,5.73,3.51
"17253",17253,1.52,"Fair","I","SI2",64.7,58,6905,7.19,7.22,4.66
"35762",35762,0.4,"Very Good","E","VS2",62.2,56,912,4.72,4.74,2.94
"18304",18304,1.07,"Ideal","H","VS1",61,57,7440,6.59,6.63,4.03
"7228",7228,0.8,"Premium","G","IF",62.6,58,4193,5.93,5.89,3.7
"26066",26066,2.11,"Ideal","I","SI1",62,55,15282,8.23,8.18,5.09
"6976",6976,1.02,"Premium","F","SI2",62.7,59,4151,6.38,6.45,4.02
"29804",29804,0.3,"Very Good","D","SI1",63.1,55,709,4.31,4.28,2.71
"10045",10045,0.31,"Premium","I","SI1",59.6,58,418,4.39,4.44,2.63
"14469",14469,1.08,"Ideal","H","VS2",62.1,56,5839,6.59,6.56,4.08
"50125",50125,0.66,"Very Good","G","VVS2",60.5,59,2211,5.67,5.72,3.44
"50035",50035,0.71,"Premium","F","SI1",60.9,59,2198,5.74,5.69,3.48
"40167",40167,0.58,"Very Good","G","SI2",63.3,58,1117,5.26,5.29,3.34
"45941",45941,0.52,"Ideal","G","VS1",61.6,56,1722,5.18,5.22,3.2
"38378",38378,0.41,"Ideal","H","VS1",61,54,1024,4.84,4.8,2.94
"49841",49841,0.59,"Ideal","G","VVS2",62.2,56,2169,5.35,5.39,3.34
"21013",21013,1.3,"Ideal","G","VS2",61.9,55,9225,7.04,7.01,4.35
"44435",44435,0.48,"Ideal","H","VVS2",62.5,56,1590,4.98,5.02,3.12
"31651",31651,0.35,"Ideal","E","VS2",61.5,55,767,4.52,4.56,2.79
"1265",1265,0.73,"Ideal","G","VS1",61.7,55,2948,5.8,5.84,3.59
"48843",48843,0.55,"Ideal","E","VS2",62.5,56,2030,5.26,5.23,3.28
"47031",47031,0.57,"Ideal","E","VS2",60.8,56,1819,5.4,5.35,3.27
"3570",3570,0.75,"Ideal","E","SI1",61.4,56,3419,5.83,5.89,3.6
"37565",37565,0.31,"Ideal","G","IF",62.6,57,988,4.32,4.3,2.7
"21214",21214,1.21,"Very Good","G","VVS2",62.9,59,9358,6.68,6.74,4.22
"44421",44421,0.51,"Very Good","G","VS1",61,56,1588,5.17,5.19,3.16
"29553",29553,0.25,"Ideal","F","VVS1",62.3,56,705,4.01,4.03,2.5
"33070",33070,0.32,"Ideal","H","IF",62,55,814,4.39,4.42,2.73
"22594",22594,1.5,"Fair","G","VS2",66.2,53,10644,7.12,7.08,4.7
"6242",6242,0.9,"Ideal","D","SI2",62.4,56,4007,6.24,6.16,3.87
"4952",4952,1.01,"Premium","H","SI2",60.8,59,3733,6.51,6.46,3.94
"24148",24148,2.3,"Ideal","J","SI1",62.3,57,12316,8.41,8.34,5.22
"2191",2191,1.01,"Very Good","G","SI1",62,63,3137,6.34,6.25,3.9
"16639",16639,1.1,"Premium","G","VS2",60.2,58,6653,6.75,6.71,4.05
"32300",32300,0.34,"Ideal","E","SI2",61.4,55,454,4.5,4.52,2.77
"20592",20592,1.52,"Premium","D","SI2",60.2,60,8897,7.46,7.4,4.47
"18230",18230,1.5,"Very Good","J","VS2",62.4,60,7402,7.21,7.32,4.53
"8018",8018,1.04,"Premium","D","SI2",58.2,59,4330,6.67,6.62,3.87
"12183",12183,1.01,"Ideal","F","SI1",62,57,5184,6.38,6.42,3.97
"53176",53176,0.71,"Very Good","E","VS2",61.6,56,2630,5.74,5.81,3.56
"33459",33459,0.32,"Ideal","G","VS1",62.3,55,828,4.4,4.37,2.73
"16549",16549,1.27,"Premium","I","VS1",59.5,61,6611,7.08,7.04,4.2
"3320",3320,0.71,"Ideal","D","VS2",62.4,56,3372,5.74,5.7,3.57
"46948",46948,0.52,"Ideal","E","VS2",62.2,56,1815,5.15,5.11,3.19
"3912",3912,0.8,"Ideal","G","VS2",62.1,57,3494,5.95,6,3.71
"9357",9357,1.09,"Ideal","G","SI2",61.2,57,4586,6.63,6.68,4.07
"44111",44111,0.5,"Very Good","F","VS1",61.9,62,1558,5.02,5.06,3.12
"32499",32499,0.41,"Very Good","J","VS1",63.2,59,797,4.7,4.67,2.96
"19060",19060,1,"Premium","G","VVS2",62.8,59,7840,6.43,6.38,4.02
"31980",31980,0.26,"Very Good","F","VS1",59.5,58,453,4.18,4.23,2.5
"615",615,0.7,"Ideal","E","VS2",62.1,54,2839,5.69,5.72,3.54
"4271",4271,0.71,"Ideal","D","VS1",61.5,58,3582,5.75,5.77,3.54
"52811",52811,0.71,"Premium","I","VVS1",63,58,2572,5.68,5.66,3.57
"34906",34906,0.34,"Premium","F","VS2",61.2,59,880,4.53,4.49,2.76
"30890",30890,0.42,"Very Good","E","SI1",60,61,743,4.85,4.88,2.92
"51243",51243,0.7,"Premium","F","SI1",61.5,57,2354,5.74,5.68,3.51
"50824",50824,0.71,"Good","F","SI1",63.7,58,2308,5.65,5.62,3.59
"28788",28788,0.37,"Premium","D","SI1",60.4,59,681,4.62,4.68,2.81
"41396",41396,0.53,"Ideal","E","SI2",60.9,57,1223,5.21,5.23,3.18
"45367",45367,0.55,"Ideal","E","VS2",61.5,57,1665,5.25,5.29,3.24
"32774",32774,0.34,"Premium","D","SI1",61.2,58,803,4.49,4.47,2.74
"38728",38728,0.4,"Ideal","G","VVS1",62,56,1043,4.73,4.76,2.94
"8168",8168,0.8,"Ideal","F","VS1",62.2,56,4362,5.93,5.96,3.7
"48485",48485,0.55,"Ideal","F","VS1",62,55,1980,5.29,5.26,3.27
"30602",30602,0.3,"Very Good","G","SI1",61.6,59,447,4.26,4.28,2.63
"52430",52430,0.7,"Premium","I","VVS1",61.2,59,2513,5.65,5.69,3.47
"53529",53529,0.74,"Ideal","I","VS1",62.5,56,2690,5.76,5.8,3.61
"21818",21818,1.31,"Ideal","G","VS1",61.5,57,9891,7.02,7.06,4.33
"36483",36483,0.32,"Ideal","F","IF",60.9,57,943,4.42,4.45,2.7
"33786",33786,0.32,"Premium","H","IF",61.2,58,842,4.37,4.39,2.68
"4082",4082,0.78,"Ideal","F","VS2",60.4,58,3531,6,5.95,3.61
"1143",1143,0.71,"Very Good","E","VS2",63.3,59,2922,5.62,5.66,3.57
"43030",43030,0.58,"Very Good","F","SI1",62.6,57,1373,5.24,5.36,3.32
"561",561,0.79,"Ideal","G","SI1",61.8,56,2831,5.93,5.91,3.66
"11635",11635,2,"Premium","J","I1",61.5,59,5051,8.11,8.06,4.97
"21781",21781,1.57,"Premium","I","VS2",62.6,58,9847,7.4,7.36,4.62
"14354",14354,1.01,"Very Good","D","SI1",61.8,58,5812,6.33,6.38,3.93
"44366",44366,0.56,"Ideal","I","VVS1",62,56,1580,5.26,5.29,3.27
"5327",5327,0.71,"Very Good","E","VVS1",63,57,3808,5.66,5.7,3.58
"14063",14063,0.3,"Ideal","H","VVS2",62.6,55,605,4.25,4.28,2.67
"53431",53431,0.7,"Ideal","F","SI1",61.1,56,2671,5.74,5.78,3.52
"24701",24701,0.3,"Good","H","VVS1",63.1,54,638,4.28,4.34,2.72
"49597",49597,0.71,"Very Good","I","VVS2",61.9,58,2137,5.72,5.75,3.55
"13588",13588,1.21,"Very Good","G","SI2",62.8,60,5558,6.7,6.77,4.23
"14034",14034,1.07,"Premium","D","SI1",61.9,58,5704,6.57,6.53,4.05
"19481",19481,1.47,"Premium","F","SI2",59.4,59,8115,7.47,7.42,4.42
"43324",43324,0.51,"Very Good","D","SI1",61.7,58,1403,5.09,5.12,3.15
"24453",24453,2.03,"Very Good","I","SI2",61.2,55,12714,8.14,8.26,5.02
"28542",28542,0.3,"Premium","E","SI1",59.5,58,675,4.42,4.39,2.62
"19046",19046,0.33,"Premium","G","VS1",60.3,58,621,4.5,4.52,2.72
"21515",21515,1.5,"Very Good","I","VS2",62.2,59,9611,7.34,7.3,4.55
"30311",30311,0.34,"Ideal","F","VS2",62.1,56,726,4.48,4.51,2.79
"40785",40785,0.4,"Ideal","F","VVS1",61.4,56,1168,4.77,4.81,2.94
"34617",34617,0.27,"Ideal","E","VS1",61.6,57,470,4.12,4.16,2.55
"32109",32109,0.36,"Ideal","E","VS1",60.9,57,782,4.6,4.63,2.81
"6845",6845,0.71,"Ideal","E","VVS2",62,57,4124,5.7,5.72,3.54
"19789",19789,1.06,"Ideal","G","VVS2",61.7,56,8358,6.59,6.56,4.06
"5150",5150,1.01,"Premium","I","SI2",59.6,62,3767,6.56,6.5,3.89
"28755",28755,0.31,"Ideal","E","VS2",61,56,680,4.34,4.38,2.66
"36382",36382,0.38,"Premium","D","SI1",62.2,58,941,4.63,4.57,2.86
"12354",12354,1.01,"Good","H","VS2",60.8,61,5229,6.43,6.5,3.93
"21428",21428,1.5,"Ideal","I","VS1",60.5,56,9533,7.38,7.46,4.49
"19718",19718,1.5,"Very Good","E","SI2",62.2,58,8291,7.31,7.35,4.56
"44282",44282,0.53,"Ideal","G","VS2",61.2,56,1577,5.19,5.22,3.19
"49194",49194,0.61,"Good","F","VS1",61.9,60,2076,5.39,5.41,3.34
"52923",52923,0.58,"Ideal","D","VS2",60.8,57,2590,5.4,5.42,3.29
"25662",25662,1.52,"Premium","E","VS2",61.8,59,14577,7.38,7.31,4.54
"16300",16300,1.01,"Very Good","E","VS2",62.2,58,6522,6.36,6.41,3.97
"31418",31418,0.3,"Ideal","G","VVS1",61.9,54,764,4.33,4.36,2.69
"22739",22739,1.01,"Very Good","E","VVS1",63.1,59,10760,6.34,6.31,3.99
"40558",40558,0.41,"Ideal","G","VVS1",62,56,1151,4.78,4.8,2.97
"30831",30831,0.33,"Premium","I","VVS2",61.5,58,743,4.45,4.43,2.73
"16841",16841,1.01,"Very Good","F","VS1",61,58,6719,6.47,6.54,3.97
"29229",29229,0.39,"Very Good","I","VS2",60.2,61,696,4.74,4.79,2.87
"10632",10632,1.15,"Ideal","H","SI2",62,57,4830,6.75,6.66,4.16
"49494",49494,0.7,"Very Good","G","SI2",63.2,57,2117,5.7,5.66,3.59
"5935",5935,0.9,"Fair","D","SI1",66.1,55,3945,5.98,5.92,3.93
"26460",26460,2.25,"Premium","J","SI1",61.8,61,16004,8.46,8.39,5.21
"34334",34334,0.3,"Very Good","E","VVS1",62.6,56,862,4.26,4.27,2.67
"52387",52387,0.57,"Premium","E","VVS2",60,61,2507,5.44,5.36,3.24
"34809",34809,0.31,"Ideal","F","VVS1",61.2,57,878,4.42,4.4,2.7
"27915",27915,0.34,"Ideal","G","VS1",61.4,56,657,4.52,4.54,2.78
"21651",21651,1.2,"Ideal","G","VVS1",61.2,56,9744,6.89,6.86,4.21
"39644",39644,0.3,"Premium","F","IF",61.6,58,1085,4.34,4.3,2.66
"45850",45850,0.6,"Ideal","I","VVS1",62,56,1715,5.39,5.43,3.35
"44854",44854,0.5,"Good","F","VS2",57.7,61,1626,5.28,5.25,3.04
"33337",33337,0.41,"Premium","G","VS2",59.2,58,827,4.8,4.83,2.85
"40682",40682,0.5,"Good","E","SI1",64,57,1155,5.04,4.99,3.21
"46432",46432,0.54,"Premium","F","VS1",60,59,1770,5.3,5.23,3.16
"26607",26607,1.52,"Ideal","G","VVS1",61.4,57,16343,7.38,7.4,4.54
"10270",10270,1.01,"Ideal","E","SI2",61.1,57,4751,6.52,6.48,3.97
"27102",27102,2.02,"Ideal","H","SI1",62.5,54,17245,8.07,8.1,5.05
"24204",24204,2.01,"Very Good","J","SI1",62.4,59,12392,8.02,8.08,5.02
"18738",18738,1.34,"Very Good","H","SI1",61.6,59,7655,7.04,7.09,4.35
"42736",42736,0.51,"Ideal","E","SI1",62.4,55,1343,5.09,5.14,3.19
"34277",34277,0.3,"Premium","E","SI2",61.5,62,468,4.31,4.28,2.64
"206",206,0.78,"Premium","F","SI1",62.4,58,2777,5.83,5.8,3.63
"53301",53301,0.3,"Very Good","I","VVS1",62.8,59,552,4.24,4.29,2.68
"46788",46788,0.5,"Very Good","E","VS1",60,60,1806,5.13,5.2,3.1
"49740",49740,0.7,"Very Good","F","SI1",60.5,56,2155,5.73,5.8,3.49
"48071",48071,0.56,"Ideal","H","VVS1",60,56,1929,5.37,5.4,3.23
"39950",39950,0.24,"Good","F","IF",65.1,58,492,3.86,3.88,2.52
"22559",22559,1.58,"Very Good","H","VS2",61.4,60,10608,7.49,7.44,4.58
"13055",13055,1.03,"Premium","D","SI1",60.5,61,5410,6.47,6.43,3.9
"4868",4868,1,"Premium","G","SI2",61.4,61,3713,6.35,6.32,3.89
"22542",22542,1.02,"Premium","D","VVS2",61.4,58,10580,6.43,6.46,3.96
"38769",38769,0.31,"Ideal","F","IF",61.8,54,1046,4.37,4.33,2.69
"53219",53219,0.71,"Ideal","F","SI2",62.1,56,2637,5.75,5.7,3.56
"4976",4976,0.78,"Ideal","D","VS2",62.9,56,3736,5.85,5.88,3.69
"7075",7075,0.33,"Premium","G","VS2",60.8,58,579,4.45,4.47,2.71
"6213",6213,0.9,"Ideal","G","SI1",61.6,57,4001,6.17,6.24,3.82
"30765",30765,0.25,"Premium","E","VVS1",62.9,58,740,4.03,4.01,2.53
"8450",8450,1.01,"Premium","H","SI2",60.3,60,4412,6.49,6.45,3.9
"15104",15104,1.14,"Ideal","D","SI1",60.9,56,6070,6.75,6.81,4.13
"15903",15903,1.07,"Very Good","G","VS2",60.9,58,6355,6.56,6.6,4.01
"16584",16584,1.02,"Very Good","G","VS1",62.4,58,6622,6.37,6.42,3.99
"24964",24964,1.5,"Premium","D","SI1",61.6,59,13445,7.4,7.3,4.53
"38828",38828,0.42,"Ideal","H","VS1",61.2,57,1048,4.87,4.8,2.96
"46445",46445,0.6,"Very Good","G","VS2",62.9,59,1773,5.35,5.39,3.38
"11120",11120,1.05,"Good","H","SI1",63.2,56,4937,6.47,6.51,4.1
"49781",49781,0.7,"Very Good","F","SI1",62.3,58,2161,5.62,5.78,3.55
"51186",51186,0.7,"Premium","D","SI2",62.8,61,2348,5.61,5.57,3.51
"42257",42257,0.56,"Fair","H","VS2",52.7,70,1293,5.71,5.57,2.97
"34945",34945,0.24,"Good","E","VS2",63,59,378,3.96,4.01,2.51
"1681",1681,0.8,"Ideal","H","VS2",62.1,54,3030,5.96,5.99,3.71
"16286",16286,0.92,"Ideal","D","VS2",61.4,56,6513,6.26,6.28,3.85
"52963",52963,0.24,"Very Good","E","VVS1",62.7,59,552,3.97,4,2.5
"11300",11300,1.04,"Premium","H","SI1",58.7,61,4980,6.62,6.57,3.87
"12668",12668,1.16,"Ideal","I","VS2",61.5,57,5302,6.78,6.75,4.16
"11906",11906,1.27,"Premium","J","SI1",61.8,58,5121,6.97,6.91,4.29
"10065",10065,0.32,"Very Good","H","SI1",63.1,58,591,4.36,4.33,2.74
"24798",24798,1.56,"Premium","G","VS2",61.9,58,13178,7.4,7.44,4.59
"52604",52604,0.71,"Ideal","G","VS2",62.5,56,2543,5.67,5.72,3.56
"19928",19928,1.56,"Premium","J","VS1",61.1,59,8476,7.52,7.49,4.58
"33339",33339,0.41,"Ideal","G","VS2",62.1,57,827,4.72,4.78,2.95
"52758",52758,0.71,"Very Good","H","VS1",63.9,60,2562,5.54,5.6,3.56
"30256",30256,0.31,"Very Good","E","VVS1",60.4,61,725,4.34,4.4,2.64
"53147",53147,1.2,"Fair","F","I1",65.7,56,2622,6.65,6.58,4.35
"8700",8700,0.9,"Good","G","VS1",63.7,56,4460,6.15,6.07,3.89
